det583330Tep00000000000060788439|1|op000004|productIDa0000000000000000216723|看大片3元单片订购|itemc020130828665329000002136225|活死人之地-原声版|025200385560|300|2014.07.13 00:07:18|5
det304005Tep00000000000060788440|1|op000004|productIDa0000000000000000219681|幻想巨塔-原声版|itemc020140703622920000002872495|幻想巨塔-原声版|13372270150|600|2014.07.13 00:07:28|5
det258115Tep00000000000060788551|1|spa00030|productIDa5000000000000000219636|游戏东冠飓风战魂2道具扣费||null|0512200559218|500|2014.07.13 00:07:28|1
det105937Tep00000000000060788534|1|spa00022|productIDa3000000000000000216877|游戏频道掌世界元宝10元||null|0515200195927|1000|2014.07.13 00:07:31|1
det270810Tep00000000000060788441|1|op000006|productIDa0000000000000000217040|热剧整部5元订购|itemc020140624101406000002850559|相爱十年（陆续更新）|0510200335906|500|2014.07.13 00:07:32|5
det801335Tep00000000000060788466|1|op000006|productIDa0000000000000000217034|看大片单片3元订购|itemc020140701934640000002867476|变形金刚2：复仇之战-原声|0514200683536|300|2014.07.13 00:07:43|1
det389624Tep00000000000060788540|1|spa00030|productIDa5000000000000000219636|游戏东冠飓风战魂2道具扣费||null|0512200559218|500|2014.07.13 00:07:43|1
det327063Tep00000000000060788539|1|spa00030|productIDa5000000000000000219636|游戏东冠飓风战魂2道具扣费||null|0512200559218|1500|2014.07.13 00:07:52|1
det183506Tep00000000000060788493|1|op000006|productIDa0000000000000000217037|抢鲜看单片6元订购|itemc020140610965995000002816706|300勇士：帝国崛起-原声|0510200772928|600|2014.07.13 00:07:58|1
det004386Tep00000000000060788442|1|op000004|productIDa0000000000000000219659|看大片5元单片订购|itemc020140711862656000002890061|劳动节-原声版|yca4192366|500|2014.07.13 00:07:58|5
det554734Tep00000000000060788525|1|spa00030|productIDa5000000000000000219636|游戏东冠飓风战魂2道具扣费||null|0512200559218|800|2014.07.13 00:08:00|1
det569863Tep00000000000060788527|1|spa00022|productIDa3000000000000000216876|游戏频道掌世界元宝5元||null|0515200195927|500|2014.07.13 00:08:04|1
det303558Tep00000000000060788528|1|spa00030|productIDa5000000000000000219636|游戏东冠飓风战魂2道具扣费||null|0512200559218|500|2014.07.13 00:08:06|1
det254835Tep00000000000060788503|1|spa00085|productIDa0000000000000000218762|恐龙宝贝-国语版|itemc020131121355488000002337805|恐龙宝贝-国语版|0518200184395|500|2014.07.13 00:08:10|1
det225513Tep00000000000060788443|1|op000004|productID10000000000000000211541|抢鲜看6元单片订购|itemc020140527816679000002784329|特工艾米拉-国语版|051253788568|600|2014.07.13 00:08:12|5
det045040Tep00000000000060788444|1|op000006|productIDa0000000000000000217040|热剧整部5元订购|itemc020140624101406000002850559|相爱十年（陆续更新）|0514200376870|500|2014.07.13 00:08:22|5
det432527Sub00000000000060788390|1|spa00081|productIDa3000000000000000218365|教育路通果果乐园29元包月|||0512201374375|2900|2014.07.13 00:08:26|1
det730457Tep00000000000060788547|1|spa00022|productIDa3000000000000000216876|游戏频道掌世界元宝5元||null|0515200195927|500|2014.07.13 00:08:27|1
det330872Tep00000000000060788445|1|op000004|productID10000000000000000211543|抢鲜看7元单片订购|itemc020140711809848000002890601|窃听风云3-国语版|ksam77533|700|2014.07.13 00:08:29|5
det546695Sub00000000000060788391|1|spa00105|productIDa0000000000000000219613|热剧20元包月|||025200378559|2000|2014.07.13 00:08:37|1
det014182Tep00000000000060788487|1|op000004|productIDa0000000000000000216723|看大片3元单片订购|itemc020130821070610000002119839|无敌浩克NEW-国语版|02557309899|300|2014.07.13 00:08:40|1
det493813Sub00000000000060788393|1|spa00011|productIDa0000000000000000218627|NBA通行证30元包30天|||051086408288|3000|2014.07.13 00:08:41|1
det702848Tep00000000000060788518|1|spa00016|productIDa0000000000000000219133|HD-加勒比海盗4惊涛怪浪-原声版|itemc020140304384026000002589265|HD-加勒比海盗4惊涛怪浪-原声版|0510200359529|300|2014.07.13 00:08:41|1
det642574Tep00000000000060788546|1|spa00022|productIDa3000000000000000216876|游戏频道掌世界元宝5元||null|0515200195927|500|2014.07.13 00:08:42|1
det222587Tep00000000000060788489|1|op000004|productID10000000000000000211269|抢鲜看5元单片订购|itemc020140409578625000002670711|林中小屋-国语版|czv82892593|500|2014.07.13 00:08:43|1
det874039Tep00000000000060788446|1|op000004|productIDa0000000000000000216723|看大片3元单片订购|itemc020140410958703000002673799|魔法师学徒-原声版|051081621685|300|2014.07.13 00:08:44|5
det706179Tep00000000000060788523|1|op000006|productIDa0000000000000000217037|抢鲜看单片6元订购|itemc020140611844699000002818349|同桌的你-国语|0512201402561|600|2014.07.13 00:08:45|1
det450077Tep00000000000060788475|1|spa00085|productIDa0000000000000000218335|美女与野兽|itemc020130726412861000002048351|美女与野兽-中文版|051253292628|500|2014.07.13 00:08:47|1
det016112Tep00000000000060788464|1|op000004|productIDa0000000000000000219659|看大片5元单片订购|itemc020140711888157000002890687|宇宙追缉令-原声版|njkd107429522|500|2014.07.13 00:08:51|1
det055096Tep00000000000060788474|1|op000004|productID10000000000000000211543|抢鲜看7元单片订购|itemc020140711809848000002890601|窃听风云3-国语版|051385792695|700|2014.07.13 00:08:54|1
det885864Tep00000000000060788566|1|op000006|productIDa0000000000000000217247|抢鲜看单片7元订购|itemc020131119352631000002333332|超人：钢铁之躯【国】|0513200467020|700|2014.07.13 00:09:09|5
det267278Tep00000000000060788696|1|op000004|productID10000000000000000211543|抢鲜看7元单片订购|itemc020140711809848000002890601|窃听风云3-国语版|051986704879|700|2014.07.13 00:09:09|1
det852760Tep00000000000060788664|1|op000004|productID10000000000000000211543|抢鲜看7元单片订购|itemc020140711809848000002890601|窃听风云3-国语版|wx4397479|700|2014.07.13 00:09:21|1
det300002Tep00000000000060788742|1|spa00022|productIDa3000000000000000216877|游戏频道掌世界元宝10元||null|0515200195927|1000|2014.07.13 00:09:22|1
det486162Tep00000000000060788567|1|op000004|productIDa0000000000000000216723|看大片3元单片订购|itemidc0000000000000000000307557|诸神之战[国]|0512200075585|300|2014.07.13 00:09:25|5
