8|0517200152567|生化危机|1
8|0517200479915|侏罗纪公园2-国语|5
6|0513200532136|双雄-原声|1
1|025201217725|收获的季节（陆续更新）|1
1|025201354508|侏罗纪公园2-国语|5
1|025201105367|HD-火鸡总动员-国语版|1
9|0515200230209|赛罗奥特曼格斗Ⅰ|1
4|0519200782888|一见不钟情（陆续更新）|1
8|051783786177|奥特曼梦比优斯复活的恶灵上-原声版|1
4|czv3800263|宿主-原声版|1
10|051486979395|霍比特人2史矛革之战-原声版|1
2|0510200664249|澳门风云-国语|5
6|0513200217425|整容日记-国语版|5
8|0517200521245|蜂鸟特攻-原声|1
9|0515200268526|收获的季节（陆续更新）|1
5|051252892045|篮球-原声版|5
2|0510200728778|蜂鸟特攻-原声|1
2|0510200525599|史前一万年-原声|1
11|0511200417132|超级经纪人|1
7|0518200430387|海贼王剧场版：追寻草帽|1
5|0512200615257|一号目标-国语版|5
12|0523200200429|封门村-国语版|5
9|0515200223687|伴侣度假村-原声|1
1|025200743104|一见不钟情（陆续更新）|1
5|0512200968750|暮光之城4：破晓（上）-原声|1
5|051265996212|哆啦A梦之大雄与云之国-国语版|1
4|0519200247871|一号目标-国语版|1
2|051088209052||1
1|025200853828|来自星星的你|1
4|051986303086|一号目标-国语版|1
12|0523200230370|null|1
5|0512201459100|笔仙3-国语版|1
8|051783786177|熊出没之过年-原声版|1
3|0516200191796|卑鄙的我-中文版|1
6|051382222191|猫和老鼠兼职朋友-国语版|1
5|0512200229492||5
4|czv6895139|赛尔号4圣魔之战-国语版|1
2|0510200230093||1
9|0515200475789|蜘蛛侠3-原声|5
10|0514200432180|一见不钟情（陆续更新）|5
2|0510200363236|喜羊羊与灰太狼之虎虎生威|1
5|szsq10766143|疯狂72小时-国语版|5
1|025201215828|梦梦狗4|1
11|0511200473706|哥斯拉1998版-国语版|5
3|0516200463722|西游记之大闹天宫-国语|1
3|0516200458464|一见不钟情（陆续更新）|5
1|025200327650|儿子们-原声版-下部|5
5|0512200683292||1
5|0512200938391|收获的季节（陆续更新）|5
9|0515200248513|陨石浩劫（下）-原声|5
1|025201320847|变形金刚2：复仇之战-原声|1
5|0512200836843|海绵宝宝2|1
6|051384105016|极速60秒-国语版|1
9|0515200230209|赛罗奥特曼格斗Ⅱ|1
5|0512200277477||1
2|0510200776692|美女也烦恼-原声|1
2|0510200638976|蜂鸟特攻-原声|5
12|0523200230370|null|1
4|czv85227756|一号目标-国语版|1
6|ntkd83508499|玩尽杀绝4-原声版|5
12|0523200230370|null|1
5|szat06643||1
5|0512201416195||1
12|0523200230370|null|1
10|051486433045|心咒-国语版|1
5|sza757237|冰封重生之门new-国语版|1
13|0527200504875|null|1
1|025200829368|原罪-原声|1
4|0519200526033|继承者们|1
5|0512201454776|来自星星的你|5
12|0523200181750|非狐外传-国语版|5
10|0514200677202|寒山潜龙下部【国】（跟播）|5
5|051267592453|速度与激情6-国语版|1
1|025201218127|猩球崛起-原声|1
11|051184427785|孤胆保镖-国语版|1
5|0512200732616|欲望都市2-原声|1
4|0519200680057|飓风战魂下部|1
13|0527200504875|null|1
9|0515200724660|蜡笔小新剧场版B级美食大逃亡-国语|1
3|0516200583118|天线宝宝3|1
1|025200713714|继承者们|1
2|0510200101508|大力神-国语版|5
2|051081702880|尼基塔第三季|1
10|0514200287670|光晕4航向黎明号-原声版|5
12|0523200230370|null|1
6|0513200239053|超能机器人-原声|1
4|051987185180||5
4|051986303086|盗马记-国语版|1
4|0519200624493|收获的季节（陆续更新）|1
6|0513200495069|忠奸人下部【国】（跟播）|5
2|0510200351825|宿醉3-原声|5
5|051263100388|一起用餐吧-原声版|5
5|szcs10457202|赛尔号4圣魔之战-国语版|5
6|0513200508621|怪物在巴黎-国语|5
13|0527200458502|疯狂72小时-国语版|1
4|0519200612316|一又二分之一的夏天（陆续更新）|5
13|0527200218315|地心引力-原声版|5
