5|0512200732880|载得有情人【国】（跟播）|5
4|0519200144750||1
5|0512200961150|收获的季节（陆续更新）|5
13|0527200470618|乐高蝙蝠侠大电影【英】|1
1|025200880180|假如幸福来临（陆续更新）|1
6|0513200562643|家园防线-原声|1
9|0515200717323|窃听风云3-国语|5
1|02557757895|魔法情人-原声版|1
4|051981187229||1
6|0513200346603|威震八方-原声|1
2|0510200088167|Q版三国之三小强-国语版|1
2|0510200653314|蜡笔小新之黄金间谍大作战-国语版|1
9|0515200695648|猩球崛起-原声|1
5|0512200842162|一见不钟情（陆续更新）|1
7|gykd8281516|喜羊羊与灰太狼之虎虎生威|1
4|0519200697686|史前一万年-原声|5
1|025200650071|一号目标-国语版|1
2|0510200507986|继承者们|5
1|025200458280|极品飞车-原声版|1
2|0510200420082|银行匪帮-原声|1
7|0518200618113||1
10|0514200447206|一号目标-国语版|5
10|0514200468000|一见不钟情（陆续更新）|5
9|051585107095|西游降魔篇-国语版|1
11|0511200573998|非常人贩1【国】|1
11|zjkd6461081||1
8|0517200270333|史前一万年-原声|5
2|0510200571545||1
11|0511200105763||5
2|wx10172737|守业者上部【国】（跟播）|1
2|0510200050113||1
4|0519200871502|猫狗大战-原声|1
1|025201298555|新樱桃小丸子2|1
6|0513200167256|冰雪奇缘-原声|5
1|025200850395|蜘蛛侠3-原声|5
3|0516200541780|魔弹王下部|1
5|0512200312734|奥特银河大怪兽之战Ⅱ|1
5|0512200453087|夜半梳头-国语版|1
2|wx4090261|速度与激情6-国语版|5
11|0511200540246||1
1|025200301062|一号目标-国语版|5
1|025201338371||1
10|0514200124873|异度见鬼-原声版|5
7|0518200199213|归来-国语版|1
2|0510200126599|吉布森战争-原声版|5
6|051384412136|樱桃炸弹-原声版|1
5|0512200867126|死亡飞车【英】|5
5|0512200808196|赛罗奥特曼外传流星的誓言|1
11|0511200515144|5月天诺亚方舟-国语|1
10|051486437148||1
2|0510200427920|西游记之大闹天宫-国语|1
13|0527200470618|奥特银河大怪兽之战Ⅱ|1
2|wx9807515|窃听风云3-国语版|5
7|0518200534048|异星战场-原声|1
5|0512200896162|蜡笔小新剧场版B级美食大逃亡-国语|5
10|0514200512427|毒蛇-原声|5
5|szat62497|空中危机-原声版|1
5|0512201501445|null|1
4|0519200616414|飓风战魂下部|1
1|02586501873|整容日记-国语版|5
6|0513200282685|特种部队-中文版|1
13|0527200470618|小羊肖恩1|1
5|0512200741062|冰雪奇缘-原声|5
2|wx9170587|美国骗局-原声版|5
5|0512201501445|null|1
5|0512201208863|神偷奶爸2-国语|1
8|0517200552370|继承者们|1
13|0527200366831|背水一战【英】|1
2|0510200536781|神偷奶爸-国语|5
2|0510200539216|赛罗奥特曼外传流星的誓言|1
2|0510200609176|天线宝宝1|1
2|0510200455018|来自星星的你|5
6|0513200496968|飞屋环游记【国】|1
6|0513200604413|神偷奶爸-国语|1
1|025201338371||1
5|0512200808196|赛罗奥特曼外传钢铁的宇宙|1
8|0517200313920||1
4|0519200188542||1
2|0510200174480|一号目标-国语版|1
7|0518200187423|樱桃炸弹-原声版|5
5|0512200121187|招魂-原声版|5
1|02585579549|终结者2018NEW-原声版|5
5|0512201501445|null|1
6|0513200004375|笔仙3-国语版|5
2|0510200150458|神偷奶爸2-原声版|1
5|0512201501445|null|1
4|0519200815224|波鲁鲁冰雪大冒险|1
9|0515200530577|收获的季节（陆续更新）|5
5|0512201501445|null|1
11|0511200466372|异星战场-原声|1
2|0510200194929|孤胆保镖-国语版|5
6|0513200285727|屠龙者的黎明-原声|1
4|czv86267592||1
2|0510200065592|六福喜事-国语版|1
2|0510200432537|超人归来-国语|1
1|025200926644|蜘蛛侠2-原声|5
9|0515200056711|来自星星的你|5
5|0512200861054|收获的季节（陆续更新）|5
13|0527200471319|异星战场-原声|1
4|0519200207517||1
8|0517200119420|一号目标-国语版|1
11|0511200279849|收获的季节（陆续更新）|5
5|0512200363948||5
10|051488203399||1
10|0514200484384|铁线虫入侵-原声|5
5|051267592453|最佳嫌疑人-国语版|1
6|0513200496968|飓风战魂下部|1
2|0510200450412|敢死队2【国】|1
5|0512200429301||1
5|0512201072555|一见不钟情（陆续更新）|5
5|051263599550|一号目标-国语版|5
3|0516200554730|熊出没之夺宝熊兵-国语版|1
11|0511200543086|异星战场-原声|1
4|0519200250484|卑鄙的我-中文版|1
3|0516200686733|毒蛇-原声|5
5|0512200068244|地心引力-原声版|5
9|0515200097873|梦比优斯奥特兄弟-国语版|1
6|0513200048184|赛尔号4圣魔之战-国语版|1
12|0523200391945|假如幸福来临（陆续更新）|1
2|0510200452641|伴侣度假村-原声|1
9|051584103408|同桌的你-国语|5
2|wx9103150|哆啦A梦之大雄的南海大冒险-原声版|1
2|0510200644413|天线宝宝4|1
1|025200491183|反恐特警组：火速救援-原声|1
5|0512201471362|白：诅咒的旋律-原声|1
13|0527200306743|乐高大电影-原声|1
7|0518200549815|极品飞车-原声|5
1|025200550995|追爱大布局-国语版|1
11|051183570650||1
9|0515200287814|神偷奶爸2-国语|1
5|0512200790706|飓风战魂上部|1
6|0513200740581|爱情公寓4|1
5|0512200451284|一号目标-国语版|1
10|0514200613605|幻影杀手-原声|1
5|0512200286632|HD-中间人-原声版|5
1|025200123654|澳门风云-国语版|5
5|0512200285511||5
2|wx9148085||1
11|0511200311041|七个变态-原声|1
5|0512201300750|暮光之城4：破晓（上）-原声|5
13|052781185626|惊声尖笑4-原声版|5
1|b00044488|24小时第一季-原声版|1
10|0514200187183||1
